auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Amaenaideyo Katsu,otaku-brew-company-amaenaideyo-katsu,Blonde Ale,23207,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:46:38 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Amagami SS,otaku-brew-company-amagami-ss,Bock,23208,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:47:27 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Angel Sanctuary,otaku-brew-company-angel-sanctuary,Braggot,23209,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:48:15 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Anyamaru Tantei Kiruminzuu,otaku-brew-company-anyamaru-tantei-kiruminzuu,Brown Ale - American,23210,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:49:06 +0000",1,1,,,,0,0.0,,0,2,2,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Arakawa Under the Bridge,otaku-brew-company-arakawa-under-the-bridge,California Common,23211,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:50:34 +0000",1,1,,,,0,0.0,,0,12,12,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Area 88,otaku-brew-company-area-88,Blonde Ale,23212,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:51:17 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Asatte no Houkou,otaku-brew-company-asatte-no-houkou,Lager - North American Adjunct,23213,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:52:02 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Azumanga Daioh,otaku-brew-company-azumanga-daioh,Cider,23215,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:54:44 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Baka to Test to Shoukanjuu,otaku-brew-company-baka-to-test-to-shoukanjuu,Cream Ale,23216,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:55:39 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bakegyamon,otaku-brew-company-bakegyamon,Stout - Milk / Sweet,23217,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 15:56:28 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bakumatsu Kikansetsu Irohanihoheto,otaku-brew-company-bakumatsu-kikansetsu-irohanihoheto,Kristallweizen ,23218,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:07:32 +0000",1,1,,,,1,0.0,,0,2,2,0,,,,,,,,,,,0.0,[],2.524,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bakuretsu Tenshi,otaku-brew-company-bakuretsu-tenshi,Cyser,23219,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:08:20 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Basilisk,otaku-brew-company-basilisk,Pilsner - Czech,23220,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:10:19 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Binbou Shimai Monogatari,otaku-brew-company-binbou-shimai-monogatari,Dark Ale,23221,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:11:48 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blade of the Immortal,otaku-brew-company-blade-of-the-immortal,Dark Ale,23222,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:13:13 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blue Dragon,otaku-brew-company-blue-dragon,Schwarzbier,23223,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:14:24 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Boku wa Imouto ni Koi wo Suru,otaku-brew-company-boku-wa-imouto-ni-koi-wo-suru,Doppelbock ,23224,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:15:03 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bokura Ga Ita,otaku-brew-company-bokura-ga-ita,Lager - Dortmunder / Export,23225,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:15:40 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,Black Dog Brewery ftw!,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Rye Bite,homebrew-rye-bite,Rye Beer,23226,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,"Sun, 09 Jan 2011 16:16:08 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bokusatsu Tenshi Dokuro-chan,otaku-brew-company-bokusatsu-tenshi-dokuro-chan,IPA - Imperial / Double,23227,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:16:11 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Boogiepop Phantom,otaku-brew-company-boogiepop-phantom,Belgian Dubbel,23228,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:17:43 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-SmokedOatmealStout_23229.jpeg,,Smoked Oatmeal Stout,trafalgar-ales-and-meads-smoked-oatmeal-stout,Stout - Oatmeal,23229,2165,https://untappd.akamaized.net/site/brewery_logos/brewery-2165_d8ac1.jpeg,Trafalgar Ales & Meads,trafalgar-ales-meads,Micro Brewery,http://www.facebook.com/AllornothingBH,allornothingbh,http://trafalgarbrewing.com,Canada,Oakville,ON,43.429,-79.7068,"Sun, 09 Jan 2011 16:18:50 +0000",0,0,,,,659,3.37974,,1,876,746,0,,,,,,,,,,,0.0,[],3.46571,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cowboy Bebop,otaku-brew-company-cowboy-bebop,Dunkelweizen,23230,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:19:10 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,D. Gray-Man,otaku-brew-company-d-gray-man,Eisbock,23231,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:20:02 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dance In The Vampire Bund,otaku-brew-company-dance-in-the-vampire-bund,English Ale (Decommissioned),23232,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:21:40 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Darker Than Black,otaku-brew-company-darker-than-black,English Bitter,23233,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:22:35 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Desert Punk,otaku-brew-company-desert-punk,Barleywine - English,23234,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:23:31 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Devil May Cry,otaku-brew-company-devil-may-cry,Brown Ale - English,23235,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:24:17 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,DN Angel,otaku-brew-company-dn-angel,Lager - Euro,23236,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:25:16 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dragon Ball Kai,otaku-brew-company-dragon-ball-kai,Extra Special / Strong Bitter,23237,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:26:55 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Escaflowne,otaku-brew-company-escaflowne,Sour - Flanders Oud Bruin,23238,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:27:58 +0000",1,1,,,,0,0.0,,0,2,2,0,,,,,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Fate Stay Night,otaku-brew-company-fate-stay-night,Stout - Foreign / Export,23239,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:28:52 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,7.3,"Old Rosie is Weston Cider's flagship traditional unfiltered cloudy cider, matured in oak vats with an ABV of 7.3% ""Golden Scrumpy"" 
Mid golden and straw-like in colour, Old Rosie is a cloudy, medium-bodied fruity cider that has a wonderful aroma of wild berry-fruits, honey and vintage cider-barrels.
""Capturing the heart of Herefordshire"" With this classic 'scrumpy cider' aroma and additional complexity on the palate, Old Rosie captures the heart of Herefordshire, therefore underpinning the rural provenance of cloudy cider. Old Rosie can be enjoyed either traditionally still in 20 litre bag in boxes and 2 litre glass jars or if you prefer your cider lightly sparkling our 330ml & 500ml bottles will be the perfect match for you.",0,https://untappd.akamaized.net/site/beer_logos/beer-23240_5dc5d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-23240_9372e_hd.jpeg,Old Rosie Cloudy Cider,westons-cider-old-rosie-cloudy-cider,Cider,23240,6135,https://untappd.akamaized.net/site/brewery_logos/brewery-6135_d3de0.jpeg,Westons Cider,westons-cider,Cidery / Meadery,https://www.facebook.com/WestonsCiderMill?sk=info,WestonsCiderMil,http://www.westons-cider.co.uk/,England,Ledbury,Herefordshire,51.9925,-2.51915,"Sun, 09 Jan 2011 16:30:10 +0000",0,1,,,,5760,3.53937,,187,9009,6512,0,,,,,,,,,,,0.0,[],3.54498,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Flame of Recca,otaku-brew-company-flame-of-recca,Cider,23241,6503,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Otaku Brew Company,otaku-brew-company,Home Brewery,,,,Indonesia,,,0.0,0.0,"Sun, 09 Jan 2011 16:30:51 +0000",1,1,,,,0,0.0,,0,0,0,0,,,,,,,,,,,0.0,[],3.786,False
0,4.5,"Inspired by Northern California's brewing history, this California Bitter is as inviting as the Redwoods. Smooth and drinkable, this ale has a well rounded malt character accented by Cascade and Centennial dry hops.",47,https://untappd.akamaized.net/site/beer_logos/beer-NorCalAle_23242.jpeg,,Nor Cal Ale?,bear-republic-brewing-co-nor-cal-ale,Pale Ale - American,23242,94,https://untappd.akamaized.net/site/brewery_logos/brewery-bearrepublicbrewingco_94.jpeg,Bear Republic Brewing Co.,bear-republic-brewing-co,Micro Brewery,http://www.facebook.com/bearrepublic,bearrepublic,http://www.bearrepublic.com/,United States,Healdsburg,CA,38.6111,-122.871,"Sun, 09 Jan 2011 16:40:20 +0000",0,1,,,,572,3.36844,,0,843,771,0,,,,,,,,,,,0.0,[],3.46621,False
0,0.0,On nitro.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Red Truck Pale Ale,red-truck-beer-company-red-truck-pale-ale,Pale Ale - English,23243,4067,https://untappd.akamaized.net/site/brewery_logos/brewery-4067_d28e5.jpeg,Red Truck Beer Company,red-truck-beer-company,Micro Brewery,https://www.facebook.com/RedTruckBeer,redtruckbeer,http://www.redtruckbeer.com,Canada,Vancouver,BC,49.2685,-123.097,"Sun, 09 Jan 2011 18:32:35 +0000",0,1,,,,224,3.39174,,3,275,256,0,,,,,,,,,,,0.0,[],3.54117,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Vanilla Espresso Porter,cavan-brewing-vanilla-espresso-porter,Porter - Other,23244,10880,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Cavan Brewing,cavan-brewing,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 18:38:30 +0000",1,1,,,,1,0.0,,0,32,3,0,,,,,,,,,,,0.0,[],2.524,False
0,5.0,"The Original Craft Beer; brewed in Scotland since 2000 B.C. The Brotherhood have been guardians of the ancient Gaelic recipe for ""leann fraoich"" (heather ale) since 1988 and are proud to be the only brewery still producing this unique style of beer and distributing it world wide.  A light amber ale with floral peaty aroma, full malt character, and a spicy herbal finish - This beer allows you to literally pour 4000 years of Scottish history into a glass.",0,https://untappd.akamaized.net/site/beer_logos/beer-3109_e05b3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3109_f2a8f_hd.jpeg,Fraoch Heather Ale,williams-brothers-brewing-co-fraoch-heather-ale,Gruit / Ancient Herbed Ale,3109,1367,https://untappd.akamaized.net/site/brewery_logos/brewery-1367_bb126.jpeg,Williams Brothers Brewing Co.,williams-brothers-brewing-co,Micro Brewery,http://www.facebook.com/WilliamsBrosBrewingCo,WilliamsBrewery,http://www.williamsbrosbrew.com,Scotland,Kelliebank,Clackmannanshire,56.1241,-3.75838,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3109.0,"Mon, 31 Oct 2011 14:07:26 +0000",23245.0,17327,3.48098,,190,22379,19273,0,,,,,,,,,,,0.0,[],3.48392,False
0,5.3,"Beer of the Ancients! Barley (Egyptian), Wheat (Mesopotamian), Oats (Egyptian), Amaranth (Aztec), Quinoa (Incan), Spelt (Mesopotamian), and Kamut (Egyptian) sustain the soul with a nutrients cultivated through the millennia. Finished with 15 pounds of cold-pressed Stumptown Hairbender espresso. Unlock the mystery entombed in darkness.",35,https://untappd.akamaized.net/site/beer_logos/beer-5268_a1af3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5268_21997_hd.jpeg,Survival 7-Grain Stout,hopworks-urban-brewery-hub-survival-7-grain-stout,Stout - American,5268,678,https://untappd.akamaized.net/site/brewery_logos/brewery-678_24dc3.jpeg,Hopworks Urban Brewery,hopworks-urban-brewery,Micro Brewery,http://www.facebook.com/HopworksBeer,HopworksBeer,http://hopworksbeer.com/,United States,Portland,OR,45.497,-122.635,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5268.0,"Thu, 01 Jan 1970 00:00:00 +0000",23246.0,0,0.0,True,0,5844,4796,0,,,,,,,,,,,0.0,[],0.0,False
0,4.2,"White Cap Lager is named after the magnificent snow capped Mount Kenya. Boasting of consistent quality, White Cap is unique and full of character. It is the connoisseur's beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-21120_2071b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-21120_91f0c_hd.jpeg,White Cap Lager,kenya-breweries-limited-white-cap-lager,Lager - Pale,21120,6543,https://untappd.akamaized.net/site/brewery_logos/brewery-6543_e3769.jpeg,Kenya Breweries Limited,kenya-breweries-limited,Macro Brewery,https://www.facebook.com/pages/Kenya-Breweries-Limited/136607139787784,,,Kenya,,,0.0,0.0,"Tue, 04 Jan 2011 14:21:35 +0000",0,1,21120.0,"Tue, 05 Aug 2014 09:29:15 +0000",23247.0,744,2.92977,,29,1224,904,0,,,,,,,,,,,0.0,[],3.13946,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-21146_237c4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-21146_1d04d_hd.jpeg,Allsopps Lager,kenya-breweries-limited-allsopps-lager,Lager - Pale,21146,6543,https://untappd.akamaized.net/site/brewery_logos/brewery-6543_e3769.jpeg,Kenya Breweries Limited,kenya-breweries-limited,Macro Brewery,https://www.facebook.com/pages/Kenya-Breweries-Limited/136607139787784,,,Kenya,,,0.0,0.0,"Tue, 04 Jan 2011 15:01:10 +0000",0,1,21146.0,"Fri, 31 May 2013 15:59:48 +0000",23248.0,36,2.51389,,1,68,62,0,,,,,,,,,,,0.0,[],3.53087,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-23249_a6140_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-23249_67fc5_hd.jpeg,Tusker Export Lager,kenya-breweries-limited-tusker-export-lager,Lager - Pale,23249,6543,https://untappd.akamaized.net/site/brewery_logos/brewery-6543_e3769.jpeg,Kenya Breweries Limited,kenya-breweries-limited,Macro Brewery,https://www.facebook.com/pages/Kenya-Breweries-Limited/136607139787784,,,Kenya,,,0.0,0.0,"Sun, 09 Jan 2011 19:21:53 +0000",0,1,,,,117,3.17308,,10,169,165,0,,,,,,,,,,,0.0,[],3.51847,False
0,5.0,"As EABL's first premium brand, TUSKER MALT Lager was initially launched in the Kenyan market in 1996 after years as an export only brand.

TUSKER MALT Lager is brewed for longer than other contemporary lagers giving it that unmistakably rich, smooth premium taste that is widely recognized and that consumers have grown to love.",0,https://untappd.akamaized.net/site/beer_logos/beer-_23250_sm_a7d451f07be54552a634cae6637de5.jpeg,,Tusker Premium Lager (Malt Lager),kenya-breweries-limited-tusker-premium-lager-malt-lager,Lager - Pale,23250,6543,https://untappd.akamaized.net/site/brewery_logos/brewery-6543_e3769.jpeg,Kenya Breweries Limited,kenya-breweries-limited,Macro Brewery,https://www.facebook.com/pages/Kenya-Breweries-Limited/136607139787784,,,Kenya,,,0.0,0.0,"Sun, 09 Jan 2011 19:22:57 +0000",0,1,,,,1273,3.00746,,35,1869,1505,0,,,,,,,,,,,0.0,[],3.13184,False
0,5.5,"Blood Alley Bitter is an Extra Special Bitter named after a notorious cobblestone laneway in Vancouver?s Gastown district. At 50 IBU?s this beer is slightly higher in bitterness than the average ESB but it is well-balanced by the rich, roasted malt flavours.
Stylistically, the malt side is very English, but the hops are all floral US varieties. Brewed with only the best including: 2-row Pilsner malt, Flaked Barley, UK Crystal Malt, and a touch of UK Chocolate Malt. We use Columbus hops in the brew kettle, and dry hop with Cascade and Willamette.

PART OF THE RUSSELL BREWMASTER SERIES - a succession of small batch beers crafted for an unconventional beer drinker.
",50,https://untappd.akamaized.net/site/beer_logos/beer-BloodAlleyBitter_15853.jpeg,,Blood Alley Bitter,russell-brewing-company-blood-alley-bitter,Extra Special / Strong Bitter,15853,1085,https://untappd.akamaized.net/site/brewery_logos/brewery-RussellBrewingCompany_1085.jpeg,Russell Brewing Company,russell-brewing-company,Micro Brewery,http://www.facebook.com/Russell.Brewing,Russell_Beer,http://www.russellbeer.com,Canada,Surrey,BC,49.1482,-122.862,"Tue, 21 Dec 2010 09:23:46 +0000",0,1,15853.0,"Wed, 21 Nov 2012 05:21:35 +0000",23251.0,3717,3.59927,,40,6266,4097,0,,,,,,,,,,,0.0,[],3.60319,False
0,5.5,Hoppy red ale with great malt base and bitter finish,0,https://untappd.akamaized.net/site/beer_logos/beer-961BeerRedAle_116988.jpeg,,961 Beer Red Ale,gravity-brewing-sal-961-beer-red-ale,Red Ale - American Amber / Red,116988,21715,https://untappd.akamaized.net/site/brewery_logos/brewery-GravityBrewingsal_21715.jpeg,Gravity Brewing Sal,gravity-brewing-sal,Micro Brewery,http://www.facebook.com/961Beer,961beer,http://www.961beer.com,Lebanon,,,0.0,0.0,"Thu, 05 Jan 2012 21:29:38 +0000",0,1,116988.0,"Mon, 09 Jan 2012 23:21:01 +0000",23252.0,2334,3.1581,,42,2715,2572,0,,,,,,,,,,,0.0,[],3.21506,False
0,5.0,Golden lager. full flavored malty.,0,https://untappd.akamaized.net/site/beer_logos/beer-116987_66a8b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-116987_30f9b_hd.jpeg,961 Beer Lager,gravity-brewing-sal-961-beer-lager,Lager - Helles,116987,21715,https://untappd.akamaized.net/site/brewery_logos/brewery-GravityBrewingsal_21715.jpeg,Gravity Brewing Sal,gravity-brewing-sal,Micro Brewery,http://www.facebook.com/961Beer,961beer,http://www.961beer.com,Lebanon,,,0.0,0.0,"Thu, 05 Jan 2012 21:27:59 +0000",0,1,116987.0,"Tue, 10 Jan 2012 03:49:17 +0000",23253.0,1722,3.07419,,8,2069,1967,0,,,,,,,,,,,0.0,[],3.16097,False
