auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,9.5,"Experience the sweet, sensual aromas and flavors of our famous Belgian-Style Tripel. Immerse yourself in rich notes of fruit and spice and savor its dry finish.

Nose is loaded with Belgian yeast character. Banana, clove, isoamyl. Body is equally fruity with light earthy hop character. Boozy with a dry finish. ",25,https://untappd.akamaized.net/site/beer_logos/beer-3787_3bf47_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3787_d897c_hd.jpeg,Golden Monkey,victory-brewing-company-golden-monkey,Belgian Tripel,3787,1326,https://untappd.akamaized.net/site/brewery_logos/brewery-1326_6ca88.jpeg,Victory Brewing Company,victory-brewing-company,Micro Brewery,https://www.facebook.com/victorybeer,VictoryBeer,http://victorybeer.com/,United States,Downingtown,PA,40.0061,-75.6942,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3787.0,"Thu, 01 Jan 1970 00:00:00 +0000",29484.0,161517,3.78756,,4362,272597,181921,0,4,"[{'beer': {'bid': 280472, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-golden-monkey-2006', 'beer_name': 'Golden Monkey (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 317106, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-golden-monkey-2002', 'beer_name': 'Golden Monkey (2002)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 873256, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-golden-monkey-2008', 'beer_name': 'Golden Monkey (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 2015850, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-golden-monkey-2012', 'beer_name': 'Golden Monkey (2012)', 'is_vintage': 1, 'is_variant': 0}}]",3.7873,False
0,0.0,"Mild wheat flavor, hidden behind hops.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Tawny Rabbit,discordian-homebrew-collective-tawny-rabbit,Pale Wheat Ale - American,29485,7968,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Discordian Homebrew Collective,discordian-homebrew-collective,Home Brewery,,,,United States,,,0.0,0.0,,,"Wed, 09 Feb 2011 06:36:48 +0000",1,1,,,,0,0.0,,0,9,1,0,0,[],3.786,False
0,8.5,"We celebrate the pioneering spirit of old Horace 'Hop' Wallop and those who dare mighty adventurous things in this vivid, robust ale. As our annual homage to the hop harvest, expect loads of aromatic splendor and bitter beauty.",90,https://untappd.akamaized.net/site/beer_logos/beer-3826_b8aee_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3826_65744_hd.jpeg,Hop Wallop,victory-brewing-company-hop-wallop,IPA - Imperial / Double,3826,1326,https://untappd.akamaized.net/site/brewery_logos/brewery-1326_6ca88.jpeg,Victory Brewing Company,victory-brewing-company,Micro Brewery,https://www.facebook.com/victorybeer,VictoryBeer,http://victorybeer.com/,United States,Downingtown,PA,40.0061,-75.6942,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3826.0,"Thu, 01 Jan 1970 00:00:00 +0000",29486.0,16398,3.80984,,17,28460,19619,0,3,"[{'beer': {'bid': 544415, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-hop-wallop-2008', 'beer_name': 'Hop Wallop (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1313323, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3826_b8aee_sm.jpeg', 'beer_slug': 'victory-brewing-company-hop-wallop-2015', 'beer_name': 'Hop Wallop (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1456657, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-hop-wallop-2011', 'beer_name': 'Hop Wallop (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.80694,False
0,7.0,"German American Dopplebock. Imagine flying about in a Texas night sky where reverberating sounds are colors and shapes are motion. Take a sip and experience the kaleidoscoping flavors of echolocation as mouthfuls of Munich malts meet layer upon layer of American hops. The first of the handful lagers we brew, we take the a traditional German style, wrap it up in an American flag and douse it with humulus lupulus for a balanced hop presence even a M?nchener could respect. You could age this one to let the hop character fade away? if you were lame! Drink this one fresh and enjoy the hops, ya? dummkopf!",50,https://untappd.akamaized.net/site/beer_logos/beer-_29487_sm_a8d4c702f1b66362726730c419f56f.jpeg,,Echolocator Hoppelbock,freetail-brewing-co-echolocator-hoppelbock,Doppelbock ,29487,3020,https://untappd.akamaized.net/site/brewery_logos/brewery-3020_ea1ed.jpeg,Freetail Brewing Co.,freetail-brewing-co,Micro Brewery,http://www.facebook.com/pages/Freetail-Brewing-Co/57028762312?ref=nf,freetailbrewing,http://www.freetailbrewing.com,United States,San Antonio,TX,29.6016,-98.5613,,,"Wed, 09 Feb 2011 06:43:58 +0000",0,1,,,,112,3.69866,,0,148,138,0,0,[],3.64482,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-29488_9bef6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29488_94697_hd.jpeg,Red Racer Craft Lager,central-city-brewers-distillers-red-racer-craft-lager,Lager - Pale,29488,357,https://untappd.akamaized.net/site/brewery_logos/brewery-357_cd993.jpeg,Central City Brewers + Distillers,central-city-brewers-distillers,Micro Brewery,http://www.facebook.com/centralcitybrewing,centralcitybrew,http://www.centralcitybrewing.com/,Canada,Surrey,BC,49.21,-122.864,,,"Wed, 09 Feb 2011 06:54:23 +0000",0,0,,,,178,3.19944,,0,289,222,0,0,[],3.48474,False
0,5.5,"Is there anything more iconic of the lush tropics than the coconut? The delicious heart of this island treasure has a nutty, toffee flavor and aroma that sends you straight to the beaches of Paradise. Kick back with a Koko Brown, brewed with real toasted coconut, and savor the mahogany color and smooth, roasty malt taste.",28,https://untappd.akamaized.net/site/beer_logos/beer-29489_2ad66_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29489_3e22c_hd.jpeg,Koko Brown Ale,kona-brewing-company-koko-brown-ale,Brown Ale - American,29489,1988,https://untappd.akamaized.net/site/brewery_logos/brewery-konabrewingcompany_1988.jpeg,Kona Brewing Company,kona-brewing-company,Micro Brewery,https://www.facebook.com/KonaBrewingCo,KonaBrewingCo,http://konabrewingco.com/,United States,Kailua-Kona,HI,19.64,-155.997,,,"Wed, 09 Feb 2011 06:58:37 +0000",0,1,,,,56269,3.6454,,1688,87219,63348,0,5,"[{'beer': {'bid': 174931, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kona-brewing-company-koko-brown-ale-rum-barrel-aged', 'beer_name': 'Koko Brown Ale (Rum Barrel Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1165623, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kona-brewing-company-mac-nut-brown-ale', 'beer_name': 'Mac Nut Brown Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1453021, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-29489_2ad66_sm.jpeg', 'beer_slug': 'kona-brewing-company-koko-brown-2016', 'beer_name': 'Koko Brown (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1558774, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-29489_2ad66_sm.jpeg', 'beer_slug': 'kona-brewing-company-koko-brown-2015', 'beer_name': 'Koko Brown (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1767165, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kona-brewing-company-koko-brown-cacao-firkin', 'beer_name': 'Koko Brown Cacao Firkin', 'is_vintage': 0, 'is_variant': 1}}]",3.64543,False
0,0.0,Banana Fosters Hefe,0,https://untappd.akamaized.net/site/beer_logos/beer-ScottyGoesBulnanas_29490.png,,Scotty Goes Bulnanas,bolero-snort-brewery-scotty-goes-bulnanas,Hefeweizen,29490,6723,https://untappd.akamaized.net/site/brewery_logos/brewery-6723_ca207.jpeg,Bolero Snort Brewery,bolero-snort-brewery,Micro Brewery,http://www.facebook.com/BoleroSnort,BoleroSnort,http://www.BoleroSnort.com,United States,Ridgefield Park,NJ,40.8603,-74.0294,,,"Wed, 09 Feb 2011 06:59:16 +0000",0,1,,,,16,4.125,,0,42,21,0,0,[],3.63204,False
0,5.0,,36,https://untappd.akamaized.net/site/beer_logos/beer-OatmealStout_29491.jpeg,,Oatmeal Stout,nimbus-brewing-company-oatmeal-stout,Stout - Oatmeal,29491,2139,https://untappd.akamaized.net/site/brewery_logos/brewery-NimbusBrewery_2139.jpeg,Nimbus Brewing Company,nimbus-brewing-company,Micro Brewery,http://www.facebook.com/pages/NIMBUS-BREWERY/62221815451,nimbusbrewery,http://www.nimbusbeer.com,United States,Tucson,AZ,32.1848,-110.91,,,"Wed, 09 Feb 2011 08:06:32 +0000",0,1,,,,2312,3.44442,,20,2958,2583,0,0,[],3.46851,False
0,4.7,,0,https://untappd.akamaized.net/site/beer_logos/beer-Witbier_21766.jpeg,,Witbier,mornington-peninsula-brewery-witbier,Witbier,21766,3896,https://untappd.akamaized.net/site/brewery_logos/brewery-MorningtonPeninsulaBrewery_3896.jpeg,Mornington Peninsula Brewery,mornington-peninsula-brewery,Micro Brewery,http://www.facebook.com/pages/Mornington-Peninsula-Brewery/242420369366,mpbrew,http://www.mpbrew.com.au,Australia,Mornington,VIC,-38.2324,145.057,,,"Wed, 05 Jan 2011 17:32:50 +0000",0,0,21766.0,"Thu, 01 Jan 1970 00:00:00 +0000",29492.0,423,3.276,,2,661,494,0,0,[],3.43311,False
0,6.2,"Redhook Long Hammer IPA is a West Coast classic. The generous addition of hops during the brewing and fermentation process gives our India Pale Ale its characteristic bitterness and piney citrus aroma and flavor.  Piney aromas and citrus flavors come from a generous addition of hops during the boil and dry-hopping at the end of fermentation. Tracing its heritage from another Redhook classic beer, Ballard Bitter, Long Hammer IPA is one of America?s favorite IPAs and Seattle?s #1 local IPA.",44,https://untappd.akamaized.net/site/beer_logos/beer-6504_869af_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6504_2da4c_hd.jpeg,Long Hammer IPA,redhook-brewery-long-hammer-ipa,IPA - American,6504,1051,https://untappd.akamaized.net/site/brewery_logos/brewery-1051_681b0.jpeg,Redhook Brewery,redhook-brewery,Micro Brewery,http://www.facebook.com/RedhookAleBrewery,Redhook_Brewery,http://redhook.com/,United States,Woodinville,WA,47.7348,-122.149,,,"Wed, 13 Oct 2010 12:28:58 +0000",0,1,6504.0,"Thu, 01 Jan 1970 00:00:00 +0000",29493.0,130431,3.46589,,2117,222877,146528,0,0,[],3.46633,False
0,8.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-DoubleDragonImperialRedAle_29494.jpeg,,Double Dragon Imperial Red Ale,phillips-brewing-company-double-dragon-imperial-red-ale,Red Ale - Imperial / Double,29494,1472,https://untappd.akamaized.net/site/brewery_logos/brewery-PhillipsBrewingCompany_1472.jpeg,Phillips Brewing Company,phillips-brewing-company,Micro Brewery,http://www.facebook.com/phillipsbeer,phillipsbeer,http://phillipsbeer.com,Canada,Victoria,BC,48.4323,-123.367,,,"Wed, 09 Feb 2011 08:51:27 +0000",0,1,,,,806,3.72581,,1,1076,896,0,0,[],3.70509,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Karaa Beer Original,salmek-brewing-co-karaa-beer-original,Old Ale,29495,7926,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Salmek Brewing Co.,salmek-brewing-co,Micro Brewery,,,,Iran,,,0.0,0.0,,,"Wed, 09 Feb 2011 09:05:26 +0000",0,1,,,,0,0.0,,0,0,0,0,0,[],3.59537,False
0,10.0,"Every year we brew a beer to celebrate the birth of our little brewery. The Anniversary Ale series changes subtly each year but is always oak aged, always big and always very limited release. Anniversary Ale is designed to drink well at release but will reward careful cellaring - we predict it will mature nicely over up to 10 years.",0,https://untappd.akamaized.net/site/beer_logos/beer-AnniversaryAle5_29496.jpeg,,Anniversary Ale 5,murray-s-craft-brewing-co-anniversary-ale-5,Wheat Wine,29496,2557,https://untappd.akamaized.net/site/brewery_logos/brewery-2557_089d0.jpeg,Murray's Craft Brewing Co,murrays-craft-brewing-co,Micro Brewery,http://www.facebook.com/MurraysCraftBrewingCo,murraysbrewing,http://www.murraysbrewingco.com.au,Australia,Bobs Farm,NSW,-32.7783,151.988,,,"Wed, 09 Feb 2011 10:00:03 +0000",0,1,,,,57,4.17982,,1,90,69,0,0,[],3.73392,False
0,5.0,"Big tropical and fresh citrus hop aromas explode from the glass as you pour our American style pale ale. The first sip will reveal juicy passionfruit, lychee and peach hop flavours backed up by a firm, smooth bitterness.

This thirst quenching APA takes its name from Mt Blowhard near Bright, a majestic beast of a mountain which braces itself against the wildest alpine weather, inspiring the local mountain biking crew as they tear around the trails below.",35,https://untappd.akamaized.net/site/beer_logos/beer-89813_9af36_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-89813_5c28f_hd.jpeg,Blowhard,bright-brewery-blowhard,Pale Ale - American,89813,3678,https://untappd.akamaized.net/site/brewery_logos/brewery-3678_56053.jpeg,Bright Brewery,bright-brewery,Micro Brewery,http://www.facebook.com/brightbrewery,brightbrewery,http://www.brightbrewery.com.au,Australia,Bright,VIC,-36.7296,146.979,,,"Thu, 20 Oct 2011 02:03:39 +0000",0,1,89813.0,"Sun, 19 Feb 2012 16:58:19 +0000",29497.0,753,3.6836,,25,1465,822,0,0,[],3.67423,False
0,10.8,"First brewed in 2010 to celebrate 10 years of Nail Brewing and has been a highly anticipated release with each successive year.

Clout Stout is a Russian Imperial Stout with a rich malty flavour and aroma, balanced by assertive hop character and fruity esters. Luscious, smooth and and full bodied.",0,https://untappd.akamaized.net/site/beer_logos/beer-29498_b8b08_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29498_e5df2_hd.jpeg,Clout Stout,nail-brewing-australia-clout-stout,Stout - Russian Imperial,29498,7970,https://untappd.akamaized.net/site/brewery_logos/brewery-7970_49c86.jpeg,Nail Brewing Australia,nail-brewing-australia,Micro Brewery,http://www.facebook.com/nailbrewing,NAIL_BREWING,http://www.nailbrewing.com.au,Australia,Bassendean,WA,-31.9054,115.928,,,"Wed, 09 Feb 2011 10:13:31 +0000",0,1,,,,794,4.31045,,5,1253,947,0,5,"[{'beer': {'bid': 769050, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-29498_b8b08_sm.jpeg', 'beer_slug': 'nail-brewing-australia-clout-stout-2014', 'beer_name': 'Clout Stout (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 927326, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-29498_b8b08_sm.jpeg', 'beer_slug': 'nail-brewing-australia-clout-stout-2011', 'beer_name': 'Clout Stout (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1094710, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-29498_b8b08_sm.jpeg', 'beer_slug': 'nail-brewing-australia-clout-stout-2012', 'beer_name': 'Clout Stout (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1120938, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-29498_b8b08_sm.jpeg', 'beer_slug': 'nail-brewing-australia-clout-stout-2015', 'beer_name': 'Clout Stout (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1214356, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'nail-brewing-australia-clout-stout-2010', 'beer_name': 'Clout Stout (2010)', 'is_vintage': 1, 'is_variant': 0}}]",4.12744,False
0,0.0,Makers of Blue Tongue,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bruers Bright,pacific-beverages-ltd-bruers-bright,Lager - Pale,29499,7971,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Pacific Beverages Ltd,pacific-beverages-ltd,Micro Brewery,,,,Australia,,,0.0,0.0,,,"Wed, 09 Feb 2011 10:41:24 +0000",0,1,,,,52,2.36538,,0,89,68,0,0,[],3.4527,False
0,6.6,"Our second release - MINAGOF INDIA PALE ALE
Medium malt character with rich hop aroma and crisp hop flavor!
Beautiful golden color slightly paler than Pale Ale.",66,https://untappd.akamaized.net/site/beer_logos/beer-IndiaPaleAle_29500.jpeg,,Minagof India Pale Ale,ishii-brewing-co-minagof-india-pale-ale,IPA - American,29500,7972,https://untappd.akamaized.net/site/brewery_logos/brewery-IshiiBrewingCompany_7972.jpeg,Ishii Brewing Co.,ishii-brewing-co,Micro Brewery,http://www.facebook.com/pages/Minagof-Beer/242617775808106,,http://www.ishiibrew.com/,Guam,Tamuning,GU,13.4839,144.777,,,"Wed, 09 Feb 2011 10:56:01 +0000",0,1,,,,169,3.40385,,4,227,187,0,0,[],3.56294,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-57124_9ecdb_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-57124_3f84a_hd.jpeg,Orion Ichiban Sakura,orion-breweries-ltd-orion-ichiban-sakura,Pilsner - Other,57124,6919,https://untappd.akamaized.net/site/brewery_logos/brewery-6919_3247b.jpeg,"Orion Breweries, Ltd.",orion-breweries-ltd,Macro Brewery,,,http://www.orionbeer.co.jp/,Japan,Urasoe,Okinawa,26.2616,127.711,,,"Sun, 12 Jun 2011 07:33:59 +0000",0,1,57124.0,"Sat, 26 Nov 2016 03:44:57 +0000",29502.0,349,3.01862,,18,529,421,0,0,[],3.31358,False
0,7.0,"Mother?s India Pale Ale is aggressively hopped in both the wort kettle and aging vessel for a sharp, clean bitterness and fragrant citrus hop flavors. We've instilled a mellow malt character as the backbone to balance the elevated alcohol and hop levels IPA lovers crave.",70,https://untappd.akamaized.net/site/beer_logos/beer-29503_44454_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29503_3a891_hd.jpeg,Lil' Helper,mother-s-brewing-company-lil-helper,IPA - American,29503,7973,https://untappd.akamaized.net/site/brewery_logos/brewery-MothersBrewingCompany_7973.jpeg,Mother's Brewing Company,mother-s-brewing-company,Micro Brewery,http://www.facebook.com/mothersbrewingco,MothersBrewing,http://mothersbrewing.com,United States,Springfield,MO,37.2075,-93.2994,,,"Wed, 09 Feb 2011 13:22:58 +0000",0,1,,,,11396,3.61368,,264,19304,12830,0,0,[],3.61466,False
0,5.2,Towhead is refreshingly light-bodied with flavor that won?t quit. It starts slightly sweet with hints of fruit and finishes clean and crisp with the faintest hop kiss that?ll leave you reaching for another.,21,https://untappd.akamaized.net/site/beer_logos/beer-29504_41e0d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29504_be75a_hd.jpeg,Towhead,mother-s-brewing-company-towhead,Blonde Ale,29504,7973,https://untappd.akamaized.net/site/brewery_logos/brewery-MothersBrewingCompany_7973.jpeg,Mother's Brewing Company,mother-s-brewing-company,Micro Brewery,http://www.facebook.com/mothersbrewingco,MothersBrewing,http://mothersbrewing.com,United States,Springfield,MO,37.2075,-93.2994,,,"Wed, 09 Feb 2011 13:24:10 +0000",0,1,,,,6298,3.42426,,157,9627,7189,0,0,[],3.43474,False
0,4.17,"Our flagship brand, Miller Lite, is the great tasting, less filling beer that defined the American light beer category in 1975. We deliver a clear, simple message to consumers: \Miller Lite is the better beer choice.\"" What's our proof? 
1) Miller Lite is the original light beer. 
2) Miller Lite has real beer taste because it's never watered down. 
3) Miller Lite is the only beer to win four gold awards in the World Beer Cup for best American-style light lager. (2006",10,https://untappd.akamaized.net/site/beer_logos/beer-3811_00614_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3811_01d48_hd.jpeg,Miller Lite,miller-brewing-company-miller-lite,Pilsner - Other,3811,863,https://untappd.akamaized.net/site/brewery_logos/brewery-millerBrewing.jpg,Miller Brewing Company,miller-brewing-company,Macro Brewery,http://www.facebook.com/MillerCoors,MillerCoors,http://www.millercoors.com,United States,Milwaukee,WI,43.0426,-87.9628,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3811.0,"Thu, 16 May 2013 04:00:49 +0000",29505.0,259853,2.40078,,13667,1198070,317361,0,0,[],2.40224,False
0,5.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-OrebroBitter_55422.jpeg,,?rebro Bitter,narke-kulturbryggeri-orebro-bitter,English Bitter,55422,2361,https://untappd.akamaized.net/site/brewery_logos/brewery-NarkeKulturbryggeri_2361.jpeg,N?rke Kulturbryggeri,narke-kulturbryggeri,Micro Brewery,,,http://www.kulturbryggeri.se/,Sweden,?rebro,,59.2827,15.2328,,,"Sun, 05 Jun 2011 14:50:38 +0000",0,1,55422.0,"Thu, 01 Mar 2012 23:03:41 +0000",29507.0,3021,3.6449,,103,4696,3249,0,0,[],3.64547,False
0,5.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-OrebroBitter_55422.jpeg,,?rebro Bitter,narke-kulturbryggeri-orebro-bitter,English Bitter,55422,2361,https://untappd.akamaized.net/site/brewery_logos/brewery-NarkeKulturbryggeri_2361.jpeg,N?rke Kulturbryggeri,narke-kulturbryggeri,Micro Brewery,,,http://www.kulturbryggeri.se/,Sweden,?rebro,,59.2827,15.2328,,,"Sun, 05 Jun 2011 14:50:38 +0000",0,1,55422.0,"Thu, 01 Mar 2012 23:03:41 +0000",29508.0,3021,3.6449,,103,4696,3249,0,0,[],3.64547,False
